,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,title_short,year,bad_good
100627,France,"This firm, dark and still young wine has intense acidity that comes from the red currant and raspberry fruit. The tannins though form the real basis of this concentrated wine. Great juicy fruits at the end will develop well. Drink from 2022.",Bressandes Premier Cru,92,72.0,Burgundy,Beaune,,Roger Voss,@vossroger,Albert Morot 2016 Bressandes Premier Cru  (Beaune),Pinot Noir,Albert Morot, 2016 Bressandes Premier Cru  (Beaune),2016,Good
100692,France,"This wine is fragrant and ripe while having a balanced, delicate structure. It offers plenty of fruit and acidity, with dusty tannins and sweet berry flavors. It should develop well and quickly. Drink from 2023.",Les Narbantons Premier Cru,89,55.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,François Buffet 2018 Les Narbantons Premier Cru  (Savigny-lès-Beaune),Pinot Noir,François Buffet, 2018 Les Narbantons Premier Cru  (Savigny-lès-Beaune),2018,Mid
100695,France,"This perfumed wine features ripe tannins and strawberry flavors. It is structured, with good concentration and acidity. The wine is developing well with the richness as well as line of fresher acidity. Drink from 2023.",,89,80.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,Louis Latour 2018  Morey-Saint-Denis,Pinot Noir,Louis Latour, 2018  Morey-Saint-Denis,2018,Mid
100696,France,"The fruit and juicy acidity are the focus here, supported by smoky tannins. The wine will develop relatively quickly, full of fruit. Drink from 2022.",Les Vergelesses Premier Cru,89,48.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Maison Champy 2018 Les Vergelesses Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Maison Champy, 2018 Les Vergelesses Premier Cru  (Savigny-lès-Beaune),2018,Mid
100754,France,"This is an upright, firm wine that's solidly based around dense tannins as well as ripe red fruits. It has a very dry core giving a concentrated texture that means the wine needs to age. Give it 4–5 years.",,88,49.0,Burgundy,Pommard,,Roger Voss,@vossroger,Manuel Olivier 2014  Pommard,Pinot Noir,Manuel Olivier, 2014  Pommard,2014,Mid
100837,France,"This wine is ripe, jammy and full of juicy red fruits supported by tannins. The wine is still young, with its bright fruit very much to the fore. Let it round out before drinking, so wait until 2022.",La Vallée des Vignes,85,20.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Eric Cottat 2018 La Vallée des Vignes  (Sancerre),Pinot Noir,Eric Cottat, 2018 La Vallée des Vignes  (Sancerre),2018,Bad
100847,France,"From chalk soil, this wine is textured with tight tannins lying over the red cherry and berry fruits. Not rich, it's more a gentle excursion into Pinot Noir giving freshness as well as that light structure. It offers perfumed acidity at the end.",Les Thureaux,85,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Joseph Mellot 2018 Les Thureaux  (Menetou-Salon),Pinot Noir,Joseph Mellot, 2018 Les Thureaux  (Menetou-Salon),2018,Bad
101010,France,"An earthy tasting wine, this has tannins and hints of soft, perfumed red fruits. Acidity gives the wine freshness although the dry, rustic character is off-putting.",,83,26.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Philippe Girard 2018  Sancerre,Pinot Noir,Philippe Girard, 2018  Sancerre,2018,Bad
101017,France,This earthy wine presents barnyard flavors over the riper red fruit and licorice flavors. Drink now when the fruit is at its best.,Fernand & Sons,83,18.0,Loire Valley,Coteaux du Giennois,,Roger Voss,@vossroger,Thibault 2018 Fernand & Sons Pinot Noir (Coteaux du Giennois),Pinot Noir,Thibault, 2018 Fernand & Sons Pinot Noir (Coteaux du Giennois),2018,Bad
101039,France,"Chorey-lès-Beaune, on the plain just north of Beaune, can offer—as here—good value for Burgundy. This wine, still showing some young austerity, has the potential to develop into a bold, fruity selection that will always have a firmer structured edge.",Les Gourmandes,89,43.0,Burgundy,Chorey-lès-Beaune,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2014 Les Gourmandes  (Chorey-lès-Beaune),Pinot Noir,Jean-Luc and Paul Aegerter, 2014 Les Gourmandes  (Chorey-lès-Beaune),2014,Mid
101153,France,"This rich, firmly structured wine comes from a nine-acre vineyard close to the village of Pommard. Its ripe black fruits are just starting to show through the dry core. Concentrated and powerful, it will be best from 2022.",Clos de la Commaraine Premier Cru,92,79.0,Burgundy,Pommard,,Roger Voss,@vossroger,Louis Jadot 2018 Clos de la Commaraine Premier Cru  (Pommard),Pinot Noir,Louis Jadot, 2018 Clos de la Commaraine Premier Cru  (Pommard),2018,Good
101308,France,"With crushed strawberry and caramel flavors, this is relatively light wine, though elegant and pierced with acidity. Milk chocolate and soft tannins complete an attractive ensemble.",Aux Cras,89,56.0,Burgundy,Beaune,,Roger Voss,@vossroger,Camille Giroud 2012 Aux Cras  (Beaune),Pinot Noir,Camille Giroud, 2012 Aux Cras  (Beaune),2012,Mid
101455,France,"High acidity makes this wine taste bright, fruity and light. There is only a hint of dry tannin to the red currant flavor.",Les Chapitres de Jaffelin,84,23.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Jaffelin 2014 Les Chapitres de Jaffelin  (Bourgogne),Pinot Noir,Jaffelin, 2014 Les Chapitres de   (Bourgogne),2014,Bad
101485,France,Laurent Dufouleur is the current director of Tramier and has created a series of wines under his name. This wood and red-fruit-flavored wine is likely to be attractively ripe and jammy as the wood softens and integrates. There is fine acidity at the end and the wine will be ready to drink from 2023.,Laurent Dufouleur Cuvée Grégoire,88,30.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,L. Tramier & Fils 2019 Laurent Dufouleur Cuvée Grégoire  (Bourgogne),Pinot Noir,L. Tramier & Fils, 2019 Laurent Dufouleur Cuvée Grégoire  (Bourgogne),2019,Mid
101489,France,"This wine really benefits from the delicious ripe fruit of the vintage. So broad, rich red-berry flavors give the wine a generous character with just the right amount of the balanced acidity. The wine is full, fruity and ready to drink.",,88,25.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maison Jessiaume 2019  Bourgogne,Pinot Noir,Maison Jessiaume, 2019  Bourgogne,2019,Mid
101655,France,"This ripe wine comes from organic vineyards in the village of Brochon, next to Gevrey-Chambertin. It shows plenty of structure, a tantalizing smoky character from wood aging and juicy red fruit character. This will be a delicious wine to drink from 2022.",,90,50.0,Burgundy,Côte de Nuits-Villages,,Roger Voss,@vossroger,David Duband 2018  Côte de Nuits-Villages,Pinot Noir,David Duband, 2018  Côte de Nuits-Villages,2018,Mid
101698,France,"This is a juicy, fruit-forward selection, boasting vibrant notes of red cherry, raspberry and strawberry on the nose and mouth. A hint of vanilla adds a sweetness to the finish, which otherwise ends clean and mouthwatering. Drink now.",Alain de la Treille,86,13.0,France Other,Vin de France,,Lauren Buzzeo,@laurbuzz,Bougrier 2019 Alain de la Treille Pinot Noir (Vin de France),Pinot Noir,Bougrier, 2019 Alain de la Treille Pinot Noir (Vin de France),2019,Bad
101821,France,"Made exclusively from Pinot Noir grown in the best parcels of the Josselin vineyard, this Champagne has richness along with hints of maturity. Fruity with citrus and green apple flavors, it has a crisp texture that is just about to soften. Drink from 2022.",Cordon Royal Brut,89,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Jean Josselin 2016 Cordon Royal Brut Pinot Noir (Champagne),Pinot Noir,Jean Josselin, 2016 Cordon Royal Brut Pinot Noir (Champagne),2016,Mid
101862,France,"A dry wine with firm tannins over the juicy red-cherry fruits. It is structured, while likely to develop well over the next few years. The wood and fruit are both attractive at this stage.",Collection Premier Cru,89,50.0,Burgundy,Beaune,,Roger Voss,@vossroger,L. Tramier & Fils 2011 Collection Premier Cru  (Beaune),Pinot Noir,L. Tramier & Fils, 2011 Collection Premier Cru  (Beaune),2011,Mid
101885,France,"Showing richness, this wine is smooth and well balanced between ripe red berry fruits and generous tannins. The wood aging shows in a slight burnt edge, but this will pass as the wine develops. Drink from 2020.",Pitures Premier Cru,91,74.0,Burgundy,Volnay,,Roger Voss,@vossroger,Roche de Bellene 2015 Pitures Premier Cru  (Volnay),Pinot Noir,Roche de Bellene, 2015 Pitures Premier Cru  (Volnay),2015,Good
102023,France,"An attractive, soft wine, with a chewy, juicy character. It shows red fruits, a touch of licorice and acidity. The wine is now mature. Drink this year.",Les Belles Vignes,86,26.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Fournier Père et Fils 2010 Les Belles Vignes  (Sancerre),Pinot Noir,Fournier Père et Fils, 2010 Les Belles Vignes  (Sancerre),2010,Bad
102119,France,"With some firm structure, this wine also has great fruitiness. It offers plenty of raspberry fruits, good acidity and a solid texture of tannins. The acidity keeps the wine perfumed and fresh. Drink the wine from 2023.",Domaine du Pavillon Clos des Ursulines,90,80.0,Burgundy,Pommard,,Roger Voss,@vossroger,Albert Bichot 2018 Domaine du Pavillon Clos des Ursulines  (Pommard),Pinot Noir,Albert Bichot, 2018 Domaine du Pavillon Clos des Ursulines  (Pommard),2018,Mid
102126,France,"With a little airing, this wakes up to reveal dark red cherries held in a taut and firm body that nonetheless has a generous core. There is some gentle grip and frank, firm acidity. It's a very honest wine without any baroque frills—but bags of forthright appeal.",Les Terres Rouges,90,35.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Boeckel 2017 Les Terres Rouges Pinot Noir (Alsace),Pinot Noir,Boeckel, 2017 Les Terres Rouges Pinot Noir (Alsace),2017,Mid
102139,France,"Gentle spice and redcurrant notes promise a subtle wine. The palate does not disappoint and sings with translucent, light-footed elegance. This is all about charm and ease, about chiffon rather than velvet. Crisp freshness brightens and lightens everything. It's a mere whiff of a wine but a delicious one.",Tradition,90,20.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2018 Tradition Pinot Noir (Alsace),Pinot Noir,Kuentz-Bas, 2018 Tradition Pinot Noir (Alsace),2018,Mid
102213,France,"This small appellation is in the hills behind the Côte Beaune. The wine has the cool character of many of these wines, with red-currant fruitiness. Layers of acidity give the wine a youthful, ready-to-drink fresh character.",Collection,85,24.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,L. Tramier & Fils 2019 Collection  (Bourgogne Hautes Côtes de Beaune),Pinot Noir,L. Tramier & Fils, 2019 Collection  (Bourgogne Hautes Côtes de Beaune),2019,Bad
102780,France,"From negociant Nicolas Potel's own vines, this wine is dense and smoky. It has spice and hints of licorice as well as rich red-cherry fruit. The tannins and the structure of the wine promise aging, so drink this concentrated wine from 2024.",Les Peuillets Premier Cru,91,70.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Domaine de Bellene 2018 Les Peuillets Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Domaine de Bellene, 2018 Les Peuillets Premier Cru  (Savigny-lès-Beaune),2018,Good
102786,France,"With gentle tannins and juicy red fruits this is a ripe wine that is developing fast. It is beginning to get secondary flavors: mushrooms with undergrowth aromas. The fruit is still there, of course, giving red berry and acidity. Drink this wine soon, certainly from late 2021.",Collection,91,110.0,Burgundy,Corton,,Roger Voss,@vossroger,L. Tramier & Fils 2017 Collection  (Corton),Pinot Noir,L. Tramier & Fils, 2017 Collection  (Corton),2017,Good
102794,France,Vines planted in 1947 are the source of this dark and concentrated wine. It has a strongly smoky character with dry tannins. They contrast with the potential of the red cherry and berry fruits that are ripe and juicy. The wine is developing well and should be ready to drink from 2023.,Vieilles Vignes,91,35.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Roche de Bellene 2018 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,Roche de Bellene, 2018 Vieilles Vignes  (Savigny-lès-Beaune),2018,Good
102889,France,"With its tannins, the wine is firm, tight and dark. The black fruit flavors are just beginning to come through. It has power and structure and certainly needs to age. Drink from 2021.",Epenots Premier Cru,88,95.0,Burgundy,Pommard,,Roger Voss,@vossroger,Louis Latour 2015 Epenots Premier Cru  (Pommard),Pinot Noir,Louis Latour, 2015 Epenots Premier Cru  (Pommard),2015,Mid
102960,France,"This young and structured wine has ample fresh red-currant fruitiness, but is ensconced in dry tannins that will soften over the next few years. The wine holds good potential, with its bright fruit and final acidity. Drink from 2023.",Les Chaumées Premier Cru,93,65.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2017 Les Chaumées Premier Cru  (Chassagne-Montrachet),Pinot Noir,Au Pied du Mont Chauve, 2017 Les Chaumées Premier Cru  (Chassagne-Montrachet),2017,Good
103049,France,"For a wine from the 2015 vintage, this ripe wine has plenty of weight. It's in the fruity, fresh spectrum but this is sustained by a young, solid and tannic core. Full of red fruits and sweet final acidity, it's for medium-term aging.",Les Hauts Jarrons Premier Cru,90,82.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Domaine de Bellene 2015 Les Hauts Jarrons Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Domaine de Bellene, 2015 Les Hauts Jarrons Premier Cru  (Savigny-lès-Beaune),2015,Mid
103077,France,"Wood aging for 18 months has smoothed out the natural tannins of this Pommard while retaining the concentration of the 30-year-old vines. The wine is rich, soft, full of blackberry fruitiness and maturing well, ready to be drunk from 2019.",,87,50.0,Burgundy,Pommard,,Roger Voss,@vossroger,Manuel Olivier 2015  Pommard,Pinot Noir,Manuel Olivier, 2015  Pommard,2015,Mid
103154,France,"Initially there is too much burnt wood flavor in this wine. It's only slowly that the red fruits begin to show, leaving a fresh, if lightweight character before attractive final acidity.",Clos Blanc Premier Cru,88,58.0,Burgundy,Pommard,,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2016 Clos Blanc Premier Cru  (Pommard),Pinot Noir,Domaine A. Machard de Gramont, 2016 Clos Blanc Premier Cru  (Pommard),2016,Mid
103238,France,"At the southern end of Nuits Saint-Georges, this vineyard produces a ripe and full style of wine. This wine has those characters along with the tannins and the acidity of the vintage to produced a juicy wine that will age well. The aftertaste keeps that crunchy, crisp character. Drink it from 2023.",Les Porêts Premier Cru,91,80.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2018 Les Porêts Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Chevillon-Chezeaux, 2018 Les Porêts Premier Cru  (Nuits-St-Georges),2018,Good
103239,France,"Produced from 65-year-old vines, this is a rich and perfumed wine from the estate of Nicolas Potel. It is structured, balancing the red fruits and acidity with a solid framework of tannins. Spice from the wood aging shows lightly, while the wine finishes with crisp red-currant acidity.",Vieilles Vignes,91,78.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine de Bellene 2018 Vieilles Vignes  (Nuits-St.-Georges),Pinot Noir,Domaine de Bellene, 2018 Vieilles Vignes  (Nuits-St-Georges),2018,Good
103251,France,"This is bright and fruity wine that has a smoky character as well as brilliant black fruits and acidity. Aromatic and concentrated, the wine is still developing, still with considerable acidity. That will broaden out as the wine matures to give a rich, always lively wine. Drink from 2022.",Clos Jus Premier Cru,91,30.0,Burgundy,Givry,,Roger Voss,@vossroger,Vignerons de Buxy 2018 Clos Jus Premier Cru  (Givry),Pinot Noir,Vignerons de Buxy, 2018 Clos Jus Premier Cru  (Givry),2018,Good
103404,France,"This soft wine has red berry fruits and gentle tannins. It is dry, the fruitiness conveying a fresh character, a tang of acidity and black currant intensity. It is ready to drink, although it will be better from 2020.",Origine Rouge,89,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Matthias et Emile Roblin 2017 Origine Rouge  (Sancerre),Pinot Noir,Domaine Matthias et Emile Roblin, 2017 Origine Rouge  (Sancerre),2017,Mid
103497,France,"Fresh while also ripe and jammy, this is a strawberry-flavored wine with attractive acidity at the back. It is soft, lightly structured with lifted, perfumed fruitiness. Drink now.",Cuvée des Deux Papis,86,30.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Alex Gambal 2017 Cuvée des Deux Papis  (Bourgogne),Pinot Noir,Alex Gambal, 2017 Cuvée des Deux Papis  (Bourgogne),2017,Bad
103537,France,"Glints of spicy, salty soy sauce hover on the nose above a fresh cherry note. The palate is juicy and fluid, mouth filling and round, without being heavy. Cherry notes abound and play, pervaded by freshness and held within a frame of fine, ever so slightly crunchy tannins. The finish is refreshing, bone-dry, clean and moreish.",Weid,91,27.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Lucien Albrecht 2017 Weid Pinot Noir (Alsace),Pinot Noir,Lucien Albrecht, 2017 Weid Pinot Noir (Alsace),2017,Good
103550,France,"There is a hint of flinty reduction that still clings to the nose. Underneath that is shy crisp red-cherry fruit. The palate adds glimpses of lifted conifer aromas to that. There is lightness and a very fine structure, but also depth. This is very elegant and understated but all the more touching for that. The finish is totally refreshing and dry.",Réserve,91,34.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2019 Réserve Pinot Noir (Alsace),Pinot Noir,Domaine Barmès-Buecher, 2019 Réserve Pinot Noir (Alsace),2019,Good
103640,France,"A dense wine, rich and smooth for a Nuits-St-Georges, full of ripe red fruits, dark cherries and acidity that almost gives the wine a fresh character. Behind this fruitiness is a more solid, dark structure of tannins that will allow the wine to age. Drink from 2022.",Domaine des Perdrix Aux Perdrix Premier Cru,93,105.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaines Devillard 2015 Domaine des Perdrix Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaines Devillard, 2015 Domaine des Perdrix Aux Perdrix Premier Cru  (Nuits-St-Georges),2015,Good
103709,France,"This beautifully perfumed wine comes from one of the highest in elevation premier cru vineyards. The tannins have fully integrated with the red berry and cherry fruits to give a soft, jammy character that contrasts with acidity to give a great lift at the end. Drink this sophisticated wine from 2022.",Les Chaumées Premier Cru,91,65.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2016 Les Chaumées Premier Cru  (Chassagne-Montrachet),Pinot Noir,Au Pied du Mont Chauve, 2016 Les Chaumées Premier Cru  (Chassagne-Montrachet),2016,Good
103719,France,"Partly barrel-fermented, this impressively ripe wine has structure and tannins, as well as attractive, perfumed fruits. The tannins add spice as well as a touch of pepper while integrating well with the lively, fresh fruits at the end. Drink from 2022.",Sur le Chêne,91,25.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Franck Millet 2018 Sur le Chêne  (Sancerre),Pinot Noir,Domaine Franck Millet, 2018 Sur le Chêne  (Sancerre),2018,Good
103720,France,"Still young and firm, this wine gives indications of potential fruitiness along with a structure that promises concentration. Layers of black fruits and acidity need time to integrate fully with the dark structure and dense texture. Wait to drink this wine for a few more years, at least until 2022.",,91,104.0,Burgundy,Corton Les Renardes,,Roger Voss,@vossroger,Domaine Maillard 2015  Corton Les Renardes,Pinot Noir,Domaine Maillard, 2015  Corton Les Renardes,2015,Good
103896,France,"This wine is firm and structured, with dark tannins and a dense texture that is still dry. It offers ripe fruit as well as acidity, currently overshadowed by the tannins but will come to the fore with some time. The wine will age well, thanks to the solid structure and dry core of tannins. Drink from 2024.",Les Chaillots Premier Cru,91,90.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Louis Latour 2018 Les Chaillots Premier Cru  (Aloxe-Corton),Pinot Noir,Louis Latour, 2018 Les Chaillots Premier Cru  (Aloxe-Corton),2018,Good
103898,France,"This wine is big and ripe with layers of tannins and attractive fruitiness. Bright acidity comes from the strawberry and red-cherry fruit. The drier structure is integrating well, with plenty of richness behind. The wine will develop well; drink from 2023.",Bataillière Premier Cru,91,60.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Albert Morot 2018 Bataillière Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Albert Morot, 2018 Bataillière Premier Cru  (Savigny-lès-Beaune),2018,Good
104151,France,"Unoaked Pinot Noir from Corsica, showing ripe berry flavors, fresh acidity and only light tannins. It's what it says on the label: for casual drinking.",Bistro,83,8.0,France Other,Vin de Pays de l'Ile de Beauté,,Roger Voss,@vossroger,Barton & Guestier 2013 Bistro Pinot Noir (Vin de Pays de l'Ile de Beauté),Pinot Noir,Barton & Guestier, 2013 Bistro Pinot Noir (Vin de Pays de l'Ile de Beauté),2013,Bad
104233,France,"An aromatic hint of pine mixes with the red cherry notes on the nose, creating a very appetizing opening. The ultralight palate is translucent and slender, with the same leafy conifer aromas and lots and lots of red currant brightness and freshness. The light crunchy nature of this wine suggests that this is ideal for chilling. It's a weightless, very aromatic, and ultra-light-bodied red.",,90,17.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Allimant-Laugner 2019 Pinot Noir (Alsace),Pinot Noir,Allimant-Laugner, 2019 Pinot Noir (Alsace),2019,Mid
104522,France,"An attractively soft and fruity wine, flavored with red cherries and given a lift with acidity. It's a simple, lightly structured wine that can be drunk now.",,84,29.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Pfister 2016 Pinot Noir (Alsace),Pinot Noir,Domaine Pfister, 2016 Pinot Noir (Alsace),2016,Bad
104691,France,"Soft and crisp, this is light in texture and very fragrant. It boasts intense strawberry flavors, with already well-integrated tannins and a smooth, easy finish.",La Brigadière Vieilles Vignes,86,24.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château Philippe-le-Hardi 2014 La Brigadière Vieilles Vignes  (Mercurey),Pinot Noir,Château Philippe-le-Hardi, 2014 La Brigadière Vieilles Vignes  (Mercurey),2014,Bad
104959,France,"This soft and ripe wine is full of bright cherry flavors, with gentle tannins and just a hint of wood aging. A proper Pinot Noir acidity brings out the fruitiness of the wine. Drink now.",Cuvée V,88,50.0,Alsace,Alsace,,Roger Voss,@vossroger,René Muré 2016 Cuvée V Pinot Noir (Alsace),Pinot Noir,René Muré, 2016 Cuvée V Pinot Noir (Alsace),2016,Mid
105338,France,"This is soft and rounded, with attractive red plum and berry fruits that bring in acidity and a light tannic character. The wine is ripe, with a dry core surrounded by cherry flavors and fresh acidity. It is not a wine for long aging, drink from 2021.",,87,45.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Latour 2016  Beaune,Pinot Noir,Louis Latour, 2016  Beaune,2016,Mid
105406,France,"The weight of the bottle seems to foretell this wine's weight, structure and judiciously layered oak influence. With ripe cherry and berry flavors, it's a wine that can age. Drink from 2019.",Côte de Rouffach,90,30.0,Alsace,Alsace,,Roger Voss,@vossroger,Rieflé 2015 Côte de Rouffach Pinot Noir (Alsace),Pinot Noir,Rieflé, 2015 Côte de Rouffach Pinot Noir (Alsace),2015,Mid
105414,France,"Steinbach is a village at the extreme southern end of the Alsace vineyard, known for its Pinot Noir. This is a rich, full example—a wine that has structure and concentration, as well as ripe cherry fruitiness. It can be drunk now, or until 2022.",Steinbach,90,35.0,Alsace,Alsace,,Roger Voss,@vossroger,Joseph Cattin 2014 Steinbach Pinot Noir (Alsace),Pinot Noir,Joseph Cattin, 2014 Steinbach Pinot Noir (Alsace),2014,Mid
105697,France,"A fine blend of ripe fruit and crisp red berry flavors, this negociant wine produced by Domaine Dujac is structured and generous. The bright acidity reflects the vintage while the structure and tannins reflect the appellation. Together, they will allow the wine to age. Drink from 2023.",,92,80.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Dujac Fils & Pere 2018  Gevrey-Chambertin,Pinot Noir,Dujac Fils & Pere, 2018  Gevrey-Chambertin,2018,Good
105743,France,"Rich, round and concentrated, this is developing fast. The acidity is already comfortably embedded in the ripe red-berry fruit..",En Chevret Premier Cru,89,65.0,Burgundy,Volnay,,Roger Voss,@vossroger,Louis Latour 2014 En Chevret Premier Cru  (Volnay),Pinot Noir,Louis Latour, 2014 En Chevret Premier Cru  (Volnay),2014,Mid
105753,France,"Concentrated and complex, this has structure and acidity, with a black cherry flavor. It's a ripe, powerful wine that could become more generous as it ages.",,89,72.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Chanson Père et Fils 2013  Gevrey-Chambertin,Pinot Noir,Chanson Père et Fils, 2013  Gevrey-Chambertin,2013,Mid
105754,France,"This shows the richness of the vintage in its ripe red fruits. It has weight as well as tannins, with a solid, firmly structured base of red plum fruit.",,89,68.0,Burgundy,Pommard,,Roger Voss,@vossroger,Chanson Père et Fils 2013  Pommard,Pinot Noir,Chanson Père et Fils, 2013  Pommard,2013,Mid
105756,France,"For a Premier Cru, this is surprisingly open and ready. It has a light structure, offering delicious, forward, juicy fruit that has been rounded out by wood aging. With its ripe character, it will be ready to drink in a year.",Les Damodes Premier Cru,89,78.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2014 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine A. Machard de Gramont, 2014 Les Damodes Premier Cru  (Nuits-St-Georges),2014,Mid
105802,France,The wine is so soft that only the light wood flavors give it shape. It is smooth with red plum fruits that are rounded and sweet in style. Acidity seems to be an afterthought. Drink now.,,84,16.0,Languedoc-Roussillon,Pays d'Oc,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2017 Pinot Noir (Pays d'Oc),Pinot Noir,Jean-Luc and Paul Aegerter, 2017 Pinot Noir (Pays d'Oc),2017,Bad
105908,France,"Smells a little warm with notes of stewed red berries and brandied cherries. Lightweight with medium acidity and virtually no tannins—this is an easy-to-drink option; given the Tetra-pak packaging, a great choice for concerts, camping and picnics.",,83,5.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,French Rabbit 2011 Pinot Noir (Vin de Pays d'Oc),Pinot Noir,French Rabbit, 2011 Pinot Noir (Vin de Pays d'Oc),2011,Bad
106091,France,"This is a lighter style of Pinot Noir than some produced in Sancerre today. It brings out perfumes and red-cherry flavors lifted by acidity. The wine is fruity, with hints of wood aging and a juicy aftertaste. Drink now.",Les Baronnes,87,27.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Henri Bourgeois 2017 Les Baronnes  (Sancerre),Pinot Noir,Henri Bourgeois, 2017 Les Baronnes  (Sancerre),2017,Mid
106129,France,"Dense tannins dominate this firm and structured wine. Behind the dry surface lies fruitiness, bringing out red currant and berry flavors along  with acidity. The wine is potentially rich and deliciously perfumed. Drink from 2021.",Clos du Roy,90,36.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Louis Jadot 2015 Clos du Roy  (Marsannay),Pinot Noir,Louis Jadot, 2015 Clos du Roy  (Marsannay),2015,Mid
106316,France,"Behind the main vineyards of the Côte de Beaune, this village makes some delicious wines, both red and white. This village wine, full of fruit, also has wood-aging flavors and firm spicy tannins. It is coming together well and will be ready to drink from 2024.",,88,30.0,Burgundy,Auxey-Duresses,,Roger Voss,@vossroger,Domaine Jessiaume 2019  Auxey-Duresses,Pinot Noir,Domaine Jessiaume, 2019  Auxey-Duresses,2019,Mid
106320,France,"The Domaine des Perdrix is based at Nuits Saint-Georges, so this wine comes from the Côte de Nuits. It is richly fruity with layers of warm red fruits and soft tannins. Rounded and ripe, the wine is an instant success. Drink now.",Domaine des Perdrix,88,35.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaines Devillard 2019 Domaine des Perdrix  (Bourgogne),Pinot Noir,Domaines Devillard, 2019 Domaine des Perdrix  (Bourgogne),2019,Mid
106817,France,"Structured and still very young, this is a dense and fruity wine. The tannins and the spice and licorice from wood aging show strongly, although they are just beginning to soften and integrate. Expect a rich wine, layered with fruit and ripe tannins as it develops. Drink from 2023.",,94,450.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Philippe Pacalet 2017  Echézeaux,Pinot Noir,Philippe Pacalet, 2017  Echézeaux,2017,Good
